Hospital Name,Provider Number,State,Measure Name,Number of Discharges,Footnote,Excess Readmission Ratio,Predicted Readmission Rate,Expected Readmission Rate,Number of Readmissions,Start Date,End Date
SAINT JOSEPH MOUNT STERLING,180064,KY,READM-30-PN-HRRP,262,,1.0392,18.2291,17.5409,50,07/01/2013,06/30/2016
LOGAN MEMORIAL HOSPITAL,180066,KY,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
LOGAN MEMORIAL HOSPITAL,180066,KY,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
LOGAN MEMORIAL HOSPITAL,180066,KY,READM-30-COPD-HRRP,242,,0.9939,17.5334,17.6402,42,07/01/2013,06/30/2016
LOGAN MEMORIAL HOSPITAL,180066,KY,READM-30-HF-HRRP,83,,1.1037,22.7702,20.6316,25,07/01/2013,06/30/2016
LOGAN MEMORIAL HOSPITAL,180066,KY,READM-30-HIP-KNEE-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
LOGAN MEMORIAL HOSPITAL,180066,KY,READM-30-PN-HRRP,221,,0.9493,15.3491,16.1684,31,07/01/2013,06/30/2016
UNIVERSITY OF KENTUCKY HOSPITAL,180067,KY,READM-30-AMI-HRRP,319,,1.0196,16.8432,16.5199,55,07/01/2013,06/30/2016
UNIVERSITY OF KENTUCKY HOSPITAL,180067,KY,READM-30-CABG-HRRP,134,,1.0973,18.0204,16.4225,27,07/01/2013,06/30/2016
UNIVERSITY OF KENTUCKY HOSPITAL,180067,KY,READM-30-COPD-HRRP,213,,1.0127,22.5532,22.2704,49,07/01/2013,06/30/2016
UNIVERSITY OF KENTUCKY HOSPITAL,180067,KY,READM-30-HF-HRRP,445,,1.1088,27.0339,24.3817,127,07/01/2013,06/30/2016
UNIVERSITY OF KENTUCKY HOSPITAL,180067,KY,READM-30-HIP-KNEE-HRRP,860,,1.0749,4.8427,4.5053,43,07/01/2013,06/30/2016
UNIVERSITY OF KENTUCKY HOSPITAL,180067,KY,READM-30-PN-HRRP,421,,1.0520,20.4220,19.4124,89,07/01/2013,06/30/2016
TAYLOR REGIONAL HOSPITAL,180087,KY,READM-30-COPD-HRRP,155,,0.9053,19.5935,21.6435,23,07/01/2013,06/30/2016
TUG VALLEY ARH REGIONAL MEDICAL CENTER,180069,KY,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
TUG VALLEY ARH REGIONAL MEDICAL CENTER,180069,KY,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
TUG VALLEY ARH REGIONAL MEDICAL CENTER,180069,KY,READM-30-COPD-HRRP,406,,1.0916,20.8267,19.0795,91,07/01/2013,06/30/2016
TUG VALLEY ARH REGIONAL MEDICAL CENTER,180069,KY,READM-30-HF-HRRP,166,,1.1964,27.9372,23.3501,58,07/01/2013,06/30/2016
TUG VALLEY ARH REGIONAL MEDICAL CENTER,180069,KY,READM-30-HIP-KNEE-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
TUG VALLEY ARH REGIONAL MEDICAL CENTER,180069,KY,READM-30-PN-HRRP,208,,1.1795,20.3639,17.2641,52,07/01/2013,06/30/2016
TWIN LAKES REGIONAL MEDICAL CENTER,180070,KY,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
TWIN LAKES REGIONAL MEDICAL CENTER,180070,KY,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
TWIN LAKES REGIONAL MEDICAL CENTER,180070,KY,READM-30-COPD-HRRP,186,,1.0265,22.5782,21.9953,44,07/01/2013,06/30/2016
TWIN LAKES REGIONAL MEDICAL CENTER,180070,KY,READM-30-HF-HRRP,158,,1.0437,23.0154,22.0526,39,07/01/2013,06/30/2016
TWIN LAKES REGIONAL MEDICAL CENTER,180070,KY,READM-30-HIP-KNEE-HRRP,Not Available,,0.9658,4.8301,5.0012,Too Few to Report,07/01/2013,06/30/2016
TWIN LAKES REGIONAL MEDICAL CENTER,180070,KY,READM-30-PN-HRRP,357,,0.9756,17.4862,17.9241,61,07/01/2013,06/30/2016
PAUL B HALL REGIONAL MEDICAL CENTER,180078,KY,READM-30-AMI-HRRP,Not Available,,1.0225,21.8286,21.3482,Too Few to Report,07/01/2013,06/30/2016
PAUL B HALL REGIONAL MEDICAL CENTER,180078,KY,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
PAUL B HALL REGIONAL MEDICAL CENTER,180078,KY,READM-30-COPD-HRRP,202,,0.9927,21.5595,21.7179,43,07/01/2013,06/30/2016
PAUL B HALL REGIONAL MEDICAL CENTER,180078,KY,READM-30-HF-HRRP,86,,1.0356,25.2825,24.4139,24,07/01/2013,06/30/2016
PAUL B HALL REGIONAL MEDICAL CENTER,180078,KY,READM-30-HIP-KNEE-HRRP,0,7,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
PAUL B HALL REGIONAL MEDICAL CENTER,180078,KY,READM-30-PN-HRRP,298,,0.9724,19.6851,20.2433,57,07/01/2013,06/30/2016
HARRISON MEMORIAL HOSPITAL,180079,KY,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
HARRISON MEMORIAL HOSPITAL,180079,KY,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
HARRISON MEMORIAL HOSPITAL,180079,KY,READM-30-COPD-HRRP,80,,1.0076,18.0765,17.9400,15,07/01/2013,06/30/2016
HARRISON MEMORIAL HOSPITAL,180079,KY,READM-30-HF-HRRP,Not Available,,0.9888,19.3991,19.6186,Too Few to Report,07/01/2013,06/30/2016
HARRISON MEMORIAL HOSPITAL,180079,KY,READM-30-HIP-KNEE-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
HARRISON MEMORIAL HOSPITAL,180079,KY,READM-30-PN-HRRP,261,,0.9285,13.8207,14.8856,32,07/01/2013,06/30/2016
BAPTIST HEALTH CORBIN,180080,KY,READM-30-AMI-HRRP,Not Available,,0.9600,15.9766,16.6420,Too Few to Report,07/01/2013,06/30/2016
BAPTIST HEALTH CORBIN,180080,KY,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
BAPTIST HEALTH CORBIN,180080,KY,READM-30-COPD-HRRP,467,,1.0418,21.1913,20.3415,102,07/01/2013,06/30/2016
BAPTIST HEALTH CORBIN,180080,KY,READM-30-HF-HRRP,281,,0.9944,23.2574,23.3885,65,07/01/2013,06/30/2016
BAPTIST HEALTH CORBIN,180080,KY,READM-30-HIP-KNEE-HRRP,Not Available,,1.0952,5.6272,5.1381,Too Few to Report,07/01/2013,06/30/2016
BAPTIST HEALTH CORBIN,180080,KY,READM-30-PN-HRRP,653,,1.1088,20.9566,18.9006,143,07/01/2013,06/30/2016
TAYLOR REGIONAL HOSPITAL,180087,KY,READM-30-AMI-HRRP,Not Available,,1.0092,23.7048,23.4883,Too Few to Report,07/01/2013,06/30/2016
TAYLOR REGIONAL HOSPITAL,180087,KY,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
TAYLOR REGIONAL HOSPITAL,180087,KY,READM-30-HF-HRRP,114,,0.9787,24.0086,24.5313,26,07/01/2013,06/30/2016
TAYLOR REGIONAL HOSPITAL,180087,KY,READM-30-HIP-KNEE-HRRP,Not Available,,0.9700,4.4364,4.5738,Too Few to Report,07/01/2013,06/30/2016
TAYLOR REGIONAL HOSPITAL,180087,KY,READM-30-PN-HRRP,298,,0.8927,16.6170,18.6138,43,07/01/2013,06/30/2016
NORTON HOSPITAL / NORTON HEALTHCARE PAVILION / NOR,180088,KY,READM-30-AMI-HRRP,1029,,0.9992,15.5542,15.5670,160,07/01/2013,06/30/2016
NORTON HOSPITAL / NORTON HEALTHCARE PAVILION / NOR,180088,KY,READM-30-CABG-HRRP,277,,1.0283,13.4293,13.0592,38,07/01/2013,06/30/2016
NORTON HOSPITAL / NORTON HEALTHCARE PAVILION / NOR,180088,KY,READM-30-COPD-HRRP,1386,,1.0631,21.0298,19.7812,296,07/01/2013,06/30/2016
NORTON HOSPITAL / NORTON HEALTHCARE PAVILION / NOR,180088,KY,READM-30-HF-HRRP,2036,,0.9713,20.8634,21.4792,423,07/01/2013,06/30/2016
NORTON HOSPITAL / NORTON HEALTHCARE PAVILION / NOR,180088,KY,READM-30-HIP-KNEE-HRRP,1623,,1.0371,4.7637,4.5932,78,07/01/2013,06/30/2016
NORTON HOSPITAL / NORTON HEALTHCARE PAVILION / NOR,180088,KY,READM-30-PN-HRRP,2658,,1.0151,17.8755,17.6102,476,07/01/2013,06/30/2016
CLARK REGIONAL MEDICAL CENTER,180092,KY,READM-30-AMI-HRRP,Not Available,,0.9964,15.9742,16.0314,Too Few to Report,07/01/2013,06/30/2016
CLARK REGIONAL MEDICAL CENTER,180092,KY,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
CLARK REGIONAL MEDICAL CENTER,180092,KY,READM-30-COPD-HRRP,151,,0.9987,19.2656,19.2898,29,07/01/2013,06/30/2016
CLARK REGIONAL MEDICAL CENTER,180092,KY,READM-30-HF-HRRP,98,,0.9358,20.4467,21.8491,16,07/01/2013,06/30/2016
CLARK REGIONAL MEDICAL CENTER,180092,KY,READM-30-HIP-KNEE-HRRP,Not Available,,1.0171,6.0203,5.9194,Too Few to Report,07/01/2013,06/30/2016
CLARK REGIONAL MEDICAL CENTER,180092,KY,READM-30-PN-HRRP,227,,0.9355,14.8516,15.8748,30,07/01/2013,06/30/2016
BAPTIST HEALTH MADISONVILLE,180093,KY,READM-30-AMI-HRRP,296,,0.9573,15.1359,15.8110,42,07/01/2013,06/30/2016
BAPTIST HEALTH MADISONVILLE,180093,KY,READM-30-CABG-HRRP,Not Available,,0.9291,14.5105,15.6176,Too Few to Report,07/01/2013,06/30/2016
BAPTIST HEALTH MADISONVILLE,180093,KY,READM-30-COPD-HRRP,347,,1.1111,21.6758,19.5077,83,07/01/2013,06/30/2016
BAPTIST HEALTH MADISONVILLE,180093,KY,READM-30-HF-HRRP,350,,1.0400,23.2998,22.4040,84,07/01/2013,06/30/2016
BAPTIST HEALTH MADISONVILLE,180093,KY,READM-30-HIP-KNEE-HRRP,Not Available,,1.0523,5.0603,4.8087,Too Few to Report,07/01/2013,06/30/2016
BAPTIST HEALTH MADISONVILLE,180093,KY,READM-30-PN-HRRP,561,,1.0038,17.0734,17.0087,96,07/01/2013,06/30/2016
CRITTENDEN HEALTH SYSTEM,180095,KY,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
CRITTENDEN HEALTH SYSTEM,180095,KY,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
CRITTENDEN HEALTH SYSTEM,180095,KY,READM-30-COPD-HRRP,109,,0.9606,15.3736,16.0041,14,07/01/2013,06/30/2016
CRITTENDEN HEALTH SYSTEM,180095,KY,READM-30-HF-HRRP,76,,1.0756,20.5701,19.1250,20,07/01/2013,06/30/2016
CRITTENDEN HEALTH SYSTEM,180095,KY,READM-30-HIP-KNEE-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
CRITTENDEN HEALTH SYSTEM,180095,KY,READM-30-PN-HRRP,165,,1.0426,15.5521,14.9162,28,07/01/2013,06/30/2016
GEORGETOWN COMMUNITY HOSPITAL,180101,KY,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
GEORGETOWN COMMUNITY HOSPITAL,180101,KY,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
GEORGETOWN COMMUNITY HOSPITAL,180101,KY,READM-30-COPD-HRRP,104,,1.0015,17.2061,17.1803,18,07/01/2013,06/30/2016
GEORGETOWN COMMUNITY HOSPITAL,180101,KY,READM-30-HF-HRRP,97,,1.0437,22.0295,21.1078,24,07/01/2013,06/30/2016
GEORGETOWN COMMUNITY HOSPITAL,180101,KY,READM-30-HIP-KNEE-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
GEORGETOWN COMMUNITY HOSPITAL,180101,KY,READM-30-PN-HRRP,128,,0.9653,15.6207,16.1827,18,07/01/2013,06/30/2016
LOURDES HOSPITAL,180102,KY,READM-30-AMI-HRRP,237,,0.9435,15.0940,15.9978,32,07/01/2013,06/30/2016
LOURDES HOSPITAL,180102,KY,READM-30-CABG-HRRP,135,,1.1405,13.5223,11.8568,22,07/01/2013,06/30/2016
LOURDES HOSPITAL,180102,KY,READM-30-COPD-HRRP,372,,1.0065,18.9600,18.8369,71,07/01/2013,06/30/2016
LOURDES HOSPITAL,180102,KY,READM-30-HF-HRRP,552,,0.9510,21.2113,22.3031,114,07/01/2013,06/30/2016
LOURDES HOSPITAL,180102,KY,READM-30-HIP-KNEE-HRRP,763,,1.1878,5.8615,4.9348,48,07/01/2013,06/30/2016
LOURDES HOSPITAL,180102,KY,READM-30-PN-HRRP,619,,0.8997,15.5060,17.2343,90,07/01/2013,06/30/2016
BAPTIST HEALTH LEXINGTON,180103,KY,READM-30-AMI-HRRP,525,,1.0058,15.3582,15.2698,81,07/01/2013,06/30/2016
BAPTIST HEALTH LEXINGTON,180103,KY,READM-30-CABG-HRRP,244,,0.9074,12.1950,13.4398,27,07/01/2013,06/30/2016
BAPTIST HEALTH LEXINGTON,180103,KY,READM-30-COPD-HRRP,404,,0.9189,19.1058,20.7919,71,07/01/2013,06/30/2016
BAPTIST HEALTH LEXINGTON,180103,KY,READM-30-HF-HRRP,639,,0.9220,20.4943,22.2274,126,07/01/2013,06/30/2016
BAPTIST HEALTH LEXINGTON,180103,KY,READM-30-HIP-KNEE-HRRP,470,,0.9227,3.9352,4.2649,17,07/01/2013,06/30/2016
BAPTIST HEALTH LEXINGTON,180103,KY,READM-30-PN-HRRP,680,,0.9100,15.6398,17.1869,101,07/01/2013,06/30/2016
BAPTIST HEALTH PADUCAH,180104,KY,READM-30-AMI-HRRP,396,,0.9793,15.2390,15.5609,59,07/01/2013,06/30/2016
BAPTIST HEALTH PADUCAH,180104,KY,READM-30-CABG-HRRP,116,,0.9265,12.2132,13.1816,12,07/01/2013,06/30/2016
BAPTIST HEALTH PADUCAH,180104,KY,READM-30-COPD-HRRP,548,,0.9896,21.3119,21.5361,116,07/01/2013,06/30/2016
BAPTIST HEALTH PADUCAH,180104,KY,READM-30-HF-HRRP,559,,1.0267,22.7834,22.1910,129,07/01/2013,06/30/2016
BAPTIST HEALTH PADUCAH,180104,KY,READM-30-HIP-KNEE-HRRP,272,,1.1746,5.5023,4.6845,18,07/01/2013,06/30/2016
BAPTIST HEALTH PADUCAH,180104,KY,READM-30-PN-HRRP,638,,1.0251,17.6438,17.2113,114,07/01/2013,06/30/2016
MONROE COUNTY MEDICAL CENTER,180105,KY,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
MONROE COUNTY MEDICAL CENTER,180105,KY,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
MONROE COUNTY MEDICAL CENTER,180105,KY,READM-30-COPD-HRRP,240,,1.1245,20.6098,18.3281,58,07/01/2013,06/30/2016
MONROE COUNTY MEDICAL CENTER,180105,KY,READM-30-HF-HRRP,113,,1.0245,21.6905,21.1717,26,07/01/2013,06/30/2016
MONROE COUNTY MEDICAL CENTER,180105,KY,READM-30-HIP-KNEE-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
MONROE COUNTY MEDICAL CENTER,180105,KY,READM-30-PN-HRRP,223,,1.0753,16.1100,14.9821,40,07/01/2013,06/30/2016
THE MEDICAL CENTER AT ALBANY,180106,KY,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
THE MEDICAL CENTER AT ALBANY,180106,KY,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
THE MEDICAL CENTER AT ALBANY,180106,KY,READM-30-COPD-HRRP,98,,1.0555,18.5178,17.5448,22,07/01/2013,06/30/2016
THE MEDICAL CENTER AT ALBANY,180106,KY,READM-30-HF-HRRP,75,,1.1060,21.2326,19.1969,22,07/01/2013,06/30/2016
THE MEDICAL CENTER AT ALBANY,180106,KY,READM-30-HIP-KNEE-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
THE MEDICAL CENTER AT ALBANY,180106,KY,READM-30-PN-HRRP,110,,1.0283,14.9598,14.5479,18,07/01/2013,06/30/2016
ROCKCASTLE REGIONAL HOSPITAL & RESPIRATORY CARE CT,180115,KY,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
ROCKCASTLE REGIONAL HOSPITAL & RESPIRATORY CARE CT,180115,KY,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
ROCKCASTLE REGIONAL HOSPITAL & RESPIRATORY CARE CT,180115,KY,READM-30-COPD-HRRP,156,,1.0406,18.6935,17.9639,32,07/01/2013,06/30/2016
ROCKCASTLE REGIONAL HOSPITAL & RESPIRATORY CARE CT,180115,KY,READM-30-HF-HRRP,42,,1.0572,22.7398,21.5085,13,07/01/2013,06/30/2016
ROCKCASTLE REGIONAL HOSPITAL & RESPIRATORY CARE CT,180115,KY,READM-30-HIP-KNEE-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
ROCKCASTLE REGIONAL HOSPITAL & RESPIRATORY CARE CT,180115,KY,READM-30-PN-HRRP,128,,1.1171,17.0287,15.2435,28,07/01/2013,06/30/2016
JACKSON PURCHASE MEDICAL CENTER,180116,KY,READM-30-AMI-HRRP,Not Available,,1.0008,22.3982,22.3800,Too Few to Report,07/01/2013,06/30/2016
JACKSON PURCHASE MEDICAL CENTER,180116,KY,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
JACKSON PURCHASE MEDICAL CENTER,180116,KY,READM-30-COPD-HRRP,321,,1.0938,23.4255,21.4167,82,07/01/2013,06/30/2016
JACKSON PURCHASE MEDICAL CENTER,180116,KY,READM-30-HF-HRRP,229,,1.1273,25.4926,22.6136,66,07/01/2013,06/30/2016
JACKSON PURCHASE MEDICAL CENTER,180116,KY,READM-30-HIP-KNEE-HRRP,83,,1.3292,6.6819,5.0268,11,07/01/2013,06/30/2016
JACKSON PURCHASE MEDICAL CENTER,180116,KY,READM-30-PN-HRRP,513,,1.2355,21.9165,17.7385,125,07/01/2013,06/30/2016
GREENVIEW REGIONAL HOSPITAL,180124,KY,READM-30-AMI-HRRP,Not Available,,1.0249,15.2091,14.8397,Too Few to Report,07/01/2013,06/30/2016
GREENVIEW REGIONAL HOSPITAL,180124,KY,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
GREENVIEW REGIONAL HOSPITAL,180124,KY,READM-30-COPD-HRRP,253,,1.1943,22.4423,18.7915,70,07/01/2013,06/30/2016
GREENVIEW REGIONAL HOSPITAL,180124,KY,READM-30-HF-HRRP,190,,0.9757,20.7925,21.3095,38,07/01/2013,06/30/2016
GREENVIEW REGIONAL HOSPITAL,180124,KY,READM-30-HIP-KNEE-HRRP,661,,1.1232,4.9646,4.4199,35,07/01/2013,06/30/2016
GREENVIEW REGIONAL HOSPITAL,180124,KY,READM-30-PN-HRRP,237,,1.0859,16.1869,14.9067,43,07/01/2013,06/30/2016
FRANKFORT REGIONAL MEDICAL CENTER,180127,KY,READM-30-AMI-HRRP,70,,1.0380,15.1968,14.6405,13,07/01/2013,06/30/2016
FRANKFORT REGIONAL MEDICAL CENTER,180127,KY,READM-30-CABG-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
FRANKFORT REGIONAL MEDICAL CENTER,180127,KY,READM-30-COPD-HRRP,244,,1.0493,18.6643,17.7871,49,07/01/2013,06/30/2016
FRANKFORT REGIONAL MEDICAL CENTER,180127,KY,READM-30-HF-HRRP,259,,1.0274,20.9868,20.4270,56,07/01/2013,06/30/2016
FRANKFORT REGIONAL MEDICAL CENTER,180127,KY,READM-30-HIP-KNEE-HRRP,Not Available,,1.0263,5.0160,4.8874,Too Few to Report,07/01/2013,06/30/2016
FRANKFORT REGIONAL MEDICAL CENTER,180127,KY,READM-30-PN-HRRP,236,,1.0556,17.7488,16.8147,45,07/01/2013,06/30/2016
THREE RIVERS MEDICAL CENTER,180128,KY,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
THREE RIVERS MEDICAL CENTER,180128,KY,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
THREE RIVERS MEDICAL CENTER,180128,KY,READM-30-COPD-HRRP,232,,1.0469,19.2685,18.4061,48,07/01/2013,06/30/2016
THREE RIVERS MEDICAL CENTER,180128,KY,READM-30-HF-HRRP,120,,1.0324,23.3399,22.6063,30,07/01/2013,06/30/2016
THREE RIVERS MEDICAL CENTER,180128,KY,READM-30-HIP-KNEE-HRRP,0,7,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
THREE RIVERS MEDICAL CENTER,180128,KY,READM-30-PN-HRRP,200,,1.0258,19.2481,18.7639,40,07/01/2013,06/30/2016
BAPTIST HEALTH LOUISVILLE,180130,KY,READM-30-AMI-HRRP,431,,0.9023,13.8100,15.3051,53,07/01/2013,06/30/2016
BAPTIST HEALTH LOUISVILLE,180130,KY,READM-30-CABG-HRRP,178,,0.9369,11.7030,12.4907,19,07/01/2013,06/30/2016
BAPTIST HEALTH LOUISVILLE,180130,KY,READM-30-COPD-HRRP,895,,0.8690,16.6470,19.1556,139,07/01/2013,06/30/2016
BAPTIST HEALTH LOUISVILLE,180130,KY,READM-30-HF-HRRP,1472,,0.8902,19.0218,21.3668,273,07/01/2013,06/30/2016
BAPTIST HEALTH LOUISVILLE,180130,KY,READM-30-HIP-KNEE-HRRP,2144,,0.8797,3.6562,4.1564,76,07/01/2013,06/30/2016
BAPTIST HEALTH LOUISVILLE,180130,KY,READM-30-PN-HRRP,1996,,0.9103,14.7922,16.2497,290,07/01/2013,06/30/2016
LAKE CUMBERLAND REGIONAL HOSPITAL,180132,KY,READM-30-AMI-HRRP,364,,0.9984,13.7644,13.7870,50,07/01/2013,06/30/2016
LAKE CUMBERLAND REGIONAL HOSPITAL,180132,KY,READM-30-CABG-HRRP,50,,1.1923,15.8435,13.2882,13,07/01/2013,06/30/2016
LAKE CUMBERLAND REGIONAL HOSPITAL,180132,KY,READM-30-COPD-HRRP,571,,1.0058,19.0159,18.9058,109,07/01/2013,06/30/2016
LAKE CUMBERLAND REGIONAL HOSPITAL,180132,KY,READM-30-HF-HRRP,527,,1.0513,21.8084,20.7444,118,07/01/2013,06/30/2016
LAKE CUMBERLAND REGIONAL HOSPITAL,180132,KY,READM-30-HIP-KNEE-HRRP,Not Available,,1.1411,5.4704,4.7938,Too Few to Report,07/01/2013,06/30/2016
LAKE CUMBERLAND REGIONAL HOSPITAL,180132,KY,READM-30-PN-HRRP,870,,1.0630,17.6434,16.5973,157,07/01/2013,06/30/2016
BAPTIST HEALTH LA GRANGE,180138,KY,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
BAPTIST HEALTH LA GRANGE,180138,KY,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
BAPTIST HEALTH LA GRANGE,180138,KY,READM-30-COPD-HRRP,104,,0.9517,17.8253,18.7308,15,07/01/2013,06/30/2016
BAPTIST HEALTH LA GRANGE,180138,KY,READM-30-HF-HRRP,97,,1.0548,23.3707,22.1557,26,07/01/2013,06/30/2016
BAPTIST HEALTH LA GRANGE,180138,KY,READM-30-HIP-KNEE-HRRP,Not Available,,0.9739,4.9272,5.0594,Too Few to Report,07/01/2013,06/30/2016
BAPTIST HEALTH LA GRANGE,180138,KY,READM-30-PN-HRRP,129,,0.8703,14.5489,16.7180,11,07/01/2013,06/30/2016
KENTUCKY RIVER MEDICAL CENTER,180139,KY,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
KENTUCKY RIVER MEDICAL CENTER,180139,KY,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
KENTUCKY RIVER MEDICAL CENTER,180139,KY,READM-30-COPD-HRRP,260,,1.1115,20.4952,18.4388,61,07/01/2013,06/30/2016
KENTUCKY RIVER MEDICAL CENTER,180139,KY,READM-30-HF-HRRP,70,,1.0800,24.4933,22.6786,22,07/01/2013,06/30/2016
KENTUCKY RIVER MEDICAL CENTER,180139,KY,READM-30-HIP-KNEE-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
KENTUCKY RIVER MEDICAL CENTER,180139,KY,READM-30-PN-HRRP,141,,0.9367,16.1218,17.2114,19,07/01/2013,06/30/2016
UNIVERSITY OF LOUISVILLE HOSPITAL,180141,KY,READM-30-AMI-HRRP,62,,1.0790,17.6511,16.3582,16,07/01/2013,06/30/2016
UNIVERSITY OF LOUISVILLE HOSPITAL,180141,KY,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
UNIVERSITY OF LOUISVILLE HOSPITAL,180141,KY,READM-30-COPD-HRRP,71,,1.0332,21.8926,21.1894,18,07/01/2013,06/30/2016
UNIVERSITY OF LOUISVILLE HOSPITAL,180141,KY,READM-30-HF-HRRP,118,,1.0594,23.2129,21.9119,31,07/01/2013,06/30/2016
UNIVERSITY OF LOUISVILLE HOSPITAL,180141,KY,READM-30-HIP-KNEE-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
UNIVERSITY OF LOUISVILLE HOSPITAL,180141,KY,READM-30-PN-HRRP,124,,0.9462,18.7648,19.8308,20,07/01/2013,06/30/2016
SAINT JOSEPH EAST,180143,KY,READM-30-AMI-HRRP,94,,1.0799,17.0551,15.7937,21,07/01/2013,06/30/2016
SAINT JOSEPH EAST,180143,KY,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
SAINT JOSEPH EAST,180143,KY,READM-30-COPD-HRRP,176,,1.0814,22.2454,20.5714,45,07/01/2013,06/30/2016
SAINT JOSEPH EAST,180143,KY,READM-30-HF-HRRP,189,,1.1694,25.9513,22.1929,59,07/01/2013,06/30/2016
SAINT JOSEPH EAST,180143,KY,READM-30-HIP-KNEE-HRRP,672,,1.1344,5.1520,4.5417,37,07/01/2013,06/30/2016
SAINT JOSEPH EAST,180143,KY,READM-30-PN-HRRP,327,,1.1594,19.6815,16.9761,73,07/01/2013,06/30/2016
